,년,표준버스정류장ID,정류장명,위도,경도,승차수,하차수
63,2021,100000069,화정박물관,37.6045038,126.9648102,58584,286631
64,2021,100000072,독립문역.서대문형무소역사관,37.5732126,126.9594644,71356,151889
65,2021,100000073,서대문.서울시교육청,37.5682538,126.9645273,224249,218909
66,2021,100000075,독립문,37.5711733,126.9615632,147889,61825
67,2021,100000076,창덕궁.서울돈화문국악당,37.5775405,126.9885394,429868,699163
68,2021,100000077,서린동.SK서린빌딩,37.5692423,126.9802681,80627,59621
69,2021,100000078,청계1가.광교,37.5686843,126.9849267,11926,11953
70,2021,100000079,청계2가.수표교,37.5684977,126.990644,5766,13611
71,2021,100000080,청계4가.세운교,37.5689116,126.9964597,4035,11112
72,2021,100000081,청계5가.광장시장,37.5694512,126.9997973,18574,27151
73,2021,100000102,원남동,37.5745325,126.9973383,576324,621768
74,2021,100000103,창덕궁.우리소리박물관,37.5772728,126.9886349,570878,310713
75,2021,100000104,안국역.인사동,37.5757849,126.9842425,827986,436535
76,2021,100000105,조계사.종로경찰서,37.5725223,126.9831555,457169,255524
77,2021,100000106,조계사.종로경찰서,37.5724858,126.9828258,361019,491652
78,2021,100000107,안국동,37.5746105,126.9827201,81757,189399
79,2021,100000108,종로5가.효제동.김상옥의거터,37.5745,127.00223,126860,210672
80,2021,100000109,종로5가.효제초등학교,37.572879,127.0021442,469238,269485
81,2021,100000116,종로5가,37.5705596,127.0021826,202140,143490
82,2021,100000117,청계6가.동대문시장,37.5698351,127.0028494,12192,21035
83,2021,100000118,동대문,37.5717262,127.0084126,222424,216153
84,2021,100000119,충신동,37.5740223,127.0062788,144838,165087
85,2021,100000121,충신동,37.5744602,127.0063433,58312,114518
86,2021,100000122,현대그룹빌딩,37.575873,127.000533,192350,295277
87,2021,100000123,방송통신대.이화장,37.578043,127.002437,548918,772748
88,2021,100000124,혜화역.마로니에공원,37.5811194,127.0022769,932907,991212
89,2021,100000125,혜화역.서울대병원입구,37.5810636,127.0019395,829133,306174
90,2021,100000126,방송통신대.이화장,37.5781296,127.0019937,152901,110669
91,2021,100000127,이화동(이화장),37.5761193,127.0006951,318929,113307
92,2021,100000128,창경궁.서울대학교병원,37.5788279,126.9968717,240158,385193
93,2021,100000129,이화동(이화장),37.5759372,127.0032708,90789,117702
94,2021,100000130,혜화동로터리,37.5857646,127.0007246,94771,89876
95,2021,100000131,명륜동2가.성균관대입구,37.5833334,126.9993987,409489,435671
96,2021,100000132,혜화역.서울연극센터(장면총리가옥),37.5840228,127.0013281,227119,370929
97,2021,100000133,혜화역.동성중고(장면총리가옥),37.5845697,127.0017176,915671,424138
98,2021,100000135,종로구민회관.창신동두산아파트,37.5740926,127.0155555,118154,186756
99,2021,100000139,동묘역앞,37.5716849,127.0156014,60490,96972
100,2021,100000140,동묘역앞,37.5719221,127.015945,48888,41444
101,2021,100000142,창신3동주민센터,37.578413,127.015178,83959,115559
102,2021,100000143,숭인1동주민센터.창신역4번출구,37.578772,127.0155485,301257,131798
103,2021,100000144,동묘역.롯데캐슬천지인,37.57418,127.0158023,626220,173875
104,2021,100000147,신설동로터리,37.5759288,127.0227802,239356,626749
105,2021,100000150,구기동현대빌라,37.609682,126.956622,10630,96533
106,2021,100000151,광장시장,37.5694963,126.9977437,134631,261796
107,2021,100000153,혜화경찰서,37.5725807,126.9974787,51844,77476
108,2021,100000154,서울역사박물관.김구집무실(경교장),37.5699003,126.9721318,18380,55174
109,2021,100000155,청계3가.관수교,37.5686887,126.9937793,3651,9844
110,2021,100000156,청계6가.버들다리,37.5699303,127.0080377,44590,53430
111,2021,100000157,청계7가.맑은내다리,37.5699975,127.0129554,41511,38542
112,2021,100000158,청계8가.영도교,37.5709465,127.0182311,36630,29986
113,2021,100000159,원남동사거리,37.5757228,126.9982146,87760,161729
114,2021,100000165,숭인동,37.5742721,127.0204373,235337,137360
115,2021,100000169,조계사,37.5728003,126.9831609,107975,211750
116,2021,100000174,세종문화회관,37.5739496,126.9768672,162623,131814
117,2021,100000179,이화동(이화장),37.576257,127.002955,26361,135000
118,2021,100000180,상명대정문,37.6016197,126.9550207,266440,343042
119,2021,100000181,이북오도청,37.6130503,126.9558882,68970,57432
120,2021,100000188,상명대입구.세검정교회,37.5994435,126.9597921,27983,62956
121,2021,100000189,상명대입구.석파랑,37.5995718,126.9581941,171831,72872
122,2021,100000190,종로중부새마을금고,37.5724174,127.0065911,127915,197655
123,2021,100000191,신설동로터리.신한은행앞.서울풍물시장,37.574386,127.0231182,132559,106600
124,2021,100000192,청계2가.삼일교,37.5684458,126.9872214,12667,27882
125,2021,100000193,청계8가.황학교,37.5721307,127.022787,49033,36696
126,2021,100000330,종로1가,37.57037,126.980129,263284,148757
127,2021,100000355,평창동삼성아파트,37.6111136,126.9787596,44775,107266
128,2021,100000362,영천시장,37.5696103,126.9630063,836791,503588
129,2021,100000363,영천시장,37.5699391,126.9625329,823602,1071636
130,2021,100000364,동묘앞,37.5737292,127.0178163,46968,49883
131,2021,100000365,동대문(흥인지문),37.5719529,127.0120461,1003377,1420563
132,2021,100000366,동묘앞,37.5737786,127.0184085,851909,453072
133,2021,100000367,동묘앞,37.5742434,127.019672,902235,1115164
134,2021,100000368,서대문역사거리.적십자병원,37.5671081,126.9675878,482427,289881
135,2021,100000369,안국역.서울공예박물관,37.5764011,126.9847682,181997,365223
136,2021,100000370,안국역.인사동,37.5763329,126.9855365,38527,143365
137,2021,100000376,강북삼성병원,37.5681459,126.9686004,16125,36416
138,2021,100000379,서울역사박물관.경희궁앞,37.569412,126.970609,524097,444952
139,2021,100000380,서울역사박물관.경희궁앞,37.569135,126.97038,877092,940419
140,2021,100000384,광화문,37.5701354,126.9752507,1032074,957806
141,2021,100000385,광화문,37.5702168,126.9780854,787667,815496
142,2021,100000386,종로1가,37.5701482,126.981066,1184981,988628
143,2021,100000387,종로1가,37.570229,126.9813906,1020094,1017353
144,2021,100000388,종로2가,37.5701386,126.9855426,1205128,949909
145,2021,100000389,종로2가,37.5702571,126.9862474,1293087,1088778
146,2021,100000390,종로3가.탑골공원,37.5702449,126.9895646,1351170,864084
147,2021,100000391,종로3가.탑골공원,37.5703605,126.9899877,977020,1203220
148,2021,100000392,종로4가.종묘,37.5705069,126.9947218,637383,540009
149,2021,100000393,종로4가.종묘,37.5706271,126.9952838,364343,715854
150,2021,100000394,종로5가.광장시장,37.5707567,126.9988498,1188021,1102748
151,2021,100000395,종로5가.광장시장,37.5708806,126.9993346,663711,707866
152,2021,100000396,종로6가.동대문종합시장,37.5709624,127.0034638,1076852,540535
153,2021,100000397,종로6가.동대문종합시장,37.5711272,127.0057137,691077,1023830
154,2021,100000398,동대문역.흥인지문,37.5723023,127.0134512,1906342,1340825
155,2021,100000413,남인사마당,37.5713191,126.9874286,8436,4379
156,2021,100000414,창덕궁.돈화문국악당,37.5773031,126.9910846,46861,47382
157,2021,100900002,경진빌라,37.601864,126.9579482,1915,6237
158,2021,100900003,혜화초등학교,37.5872532,126.9998516,67178,37390
159,2021,100900004,명륜시장.성대후문,37.5887246,126.9952305,3435,146371
160,2021,100900005,오거리.한옥마을입구,37.5794963,126.9695411,21733,3297
161,2021,100900006,완성빌라,37.6033399,126.9576665,3257,18626
162,2021,100900007,삼청파출소,37.5818136,126.981251,64142,1478
163,2021,100900008,양현관,37.589768,126.9937685,557,69983
164,2021,100900009,종로5가입구.혜화경찰서,37.5717472,126.997541,8805,16439
165,2021,100900010,상명대후문,37.6040715,126.9574633,8395,14424
166,2021,100900011,원서고개,37.5830805,126.9878088,22608,40378
167,2021,100900012,샘미용실,37.5902545,126.9934084,206,36664
168,2021,100900013,창신쌍용2단지.한성대후문,37.5812647,127.0127581,134519,1679
169,2021,100900014,산정빌라,37.6052835,126.9575782,417,1250
170,2021,100900015,경희궁자이2.3단지,37.5687871,126.9640686,14599,12620
171,2021,100900016,오거리,37.6070621,126.9622629,495,6358
172,2021,100900017,국민생활관,37.5897456,126.9988619,156304,9616
173,2021,100900018,구기빌라,37.6061334,126.9579809,244,4044
174,2021,100900019,마트앞,37.6066987,126.9587564,3193,12442
175,2021,100900020,통인시장,37.580453,126.9687504,71642,1497
176,2021,100900021,양현관,37.5897914,126.9936043,74671,358
177,2021,100900022,국민은행.세검정지점,37.6048873,126.9607859,1277,4051
178,2021,100900024,삼청동주민센터,37.5842638,126.9819071,104562,626
179,2021,100900025,세검초등학교,37.6042522,126.9614907,2393,1252
180,2021,100900026,빨래터.고희동미술관,37.5831008,126.9889727,17349,20755
181,2021,100900027,혜화역4번출구,37.5834632,127.0014561,81225,426726
182,2021,100900028,방송통신대앞,37.5786973,127.0019926,18520,44333
183,2021,100900029,화정박물관,37.6049806,126.9652007,13949,1346
184,2021,100900030,서울대치과대학,37.577306,126.9978748,928,22328
185,2021,100900031,서울국제고등학교,37.5890715,126.9972902,109805,5866
186,2021,100900032,샘미용실,37.5903095,126.9932227,51309,168
187,2021,100900033,효제초교.연동교회.김마리아활동터,37.5736413,127.0022087,35571,42720
188,2021,100900034,박노수미술관,37.5809967,126.9666034,140568,547
189,2021,100900035,금융연수원,37.5865984,126.9815691,76204,176
190,2021,100900036,화정박물관,37.6048011,126.9648837,3515,162
191,2021,100900037,인사미술공간.세탁소,37.5814109,126.989367,18016,33286
192,2021,100900038,서울대치과대학,37.5776016,126.9977741,19113,9507
193,2021,100900039,낙산공원,37.5804037,127.0087215,50031,90640
194,2021,100900040,명륜3가종점,37.5909483,126.9928636,73720,113123
195,2021,100900041,수성동계곡,37.5820791,126.9642467,117075,122849
196,2021,100900042,서울대학교병원현관.암병원현관,37.5789514,126.9981567,161719,260001
197,2021,100900043,이화사거리,37.5769483,127.0020084,27,2804
198,2021,100900044,서대문3번출구,37.566416,126.9662183,346198,84134
199,2021,100900045,통일부,37.5875948,126.9859476,7350,262
200,2021,100900046,명륜시장.성대후문,37.588511,126.9952543,185851,2099
201,2021,100900047,평창파출소,37.6056812,126.9668167,105778,19458
202,2021,100900048,가회동주민센터,37.579939,126.9848497,26055,6466
203,2021,100900049,독립문초등학교,37.5738474,126.9607207,15416,29157
204,2021,100900050,아름다운실버,37.61201,126.9654637,473,2591
205,2021,100900051,창덕궁,37.5760892,126.99062,6436,16288
206,2021,100900052,북촌한옥마을입구.정세권활동터,37.5815997,126.9849422,44552,6006
207,2021,100900053,청룡사.보문파크뷰자이아파트,37.5800189,127.0170071,70093,4531
208,2021,100900054,소나무집,37.611277,126.9641104,1877,12386
209,2021,100900056,경복궁,37.5769501,126.9793377,20669,32554
210,2021,100900057,종로3가.1.3.5호선,37.5710729,126.9921806,217166,155353
211,2021,100900058,안국선원.삼거리,37.5827909,126.984994,36165,8803
212,2021,100900059,사우디대사관앞.경남빌라,37.5841056,126.9850311,18331,654
213,2021,100900060,종로센트레빌후문.e편한세상보문아파트,37.5817743,127.0161855,27739,1476
214,2021,100900061,경희궁자이4단지,37.5707022,126.9621148,50995,35604
215,2021,100900062,언덕앞,37.6089539,126.9637921,652,7939
216,2021,100900063,혜화우체국,37.5860376,127.0006137,38253,118294
217,2021,100900064,새마을금고,37.587737,126.996518,108679,3359
218,2021,100900065,광화문새마을금고,37.5793687,126.9711466,14089,20558
219,2021,100900066,종로4가.종묘공원,37.5706328,126.9944624,28256,25828
220,2021,100900067,인왕빌딩,37.6079283,126.9577443,1724,1212
221,2021,100900068,중앙중고,37.5830921,126.9869652,16982,25528
222,2021,100900069,감사원,37.5862106,126.98529,93584,1258
223,2021,100900070,명신초.삼선푸르지오.힐스테이트,37.5821062,127.0145562,64733,937
224,2021,100900071,영천시장,37.570005,126.9628351,102902,34506
225,2021,100900072,청련사입구,37.6079803,126.9624312,339,8963
226,2021,100900073,한국사회과학자료원,37.5736332,126.9641432,20226,74131
227,2021,100900074,감나무골공원,37.6124059,126.9699479,445,1719
228,2021,100900075,혜화역1번출구,37.5834542,127.0019407,335361,47359
229,2021,100900076,서울대병원장례식장,37.5805553,126.9974309,2025,5957
230,2021,100900077,완성빌라,37.603402,126.9575011,5348,13462
231,2021,100900078,낙원상가,37.5736776,126.9872918,17116,46642
232,2021,100900079,힐탑,37.6116055,126.9690205,947,6542
233,2021,100900080,상명대후문,37.6040255,126.9573354,9997,26923
234,2021,100900081,수운회관,37.5751598,126.9865172,5926,21793
235,2021,100900082,넓은마당,37.5752728,126.962888,27153,100115
236,2021,100900083,화인빌라,37.6129345,126.9685386,1058,7029
237,2021,100900085,서울대어린이병원응급실.갑상선센터,37.5781188,126.9995029,3266,63314
238,2021,100900086,헌법재판소.안국역,37.5775584,126.9856755,21487,104396
239,2021,100900088,무악현대아파트후문,37.576306,126.962001,23703,91717
240,2021,100900089,박종화고택입구,37.6143102,126.9676873,853,5027
241,2021,100900090,이화사거리,37.5764698,127.0020107,16878,101258
242,2021,100900091,산정빌라,37.6051519,126.9574922,310,3150
243,2021,100900092,아름다운가게.정독도서관,37.5788991,126.985022,30296,28546
244,2021,100900093,쌍용아파트입구.창신역,37.5805112,127.0149635,41341,52918
245,2021,100900094,천사유치원,37.574648,126.9618603,25888,74920
246,2021,100900095,보현산신각,37.6134825,126.965779,440,6686
247,2021,100900096,원남로터리,37.5762373,126.9975114,7732,25666
248,2021,100900097,구기빌라,37.6062686,126.9579797,1554,1196
249,2021,100900098,평창동산림제3초소,37.6172373,126.9770474,2584,4778
250,2021,100900099,통인시장.종로구보건소,37.580335,126.9687504,5001,90896
251,2021,100900100,삼청파출소,37.5816451,126.9813258,2064,66969
252,2021,100900101,종로사우나,37.5738011,126.9877503,56088,7248
253,2021,100900102,종로도서관,37.5764842,126.9671251,13097,16050
254,2021,100900103,평창공원지킴터입구,37.6163963,126.9757438,1077,2788
255,2021,100900104,오거리.한옥마을입구,37.5794684,126.9697392,1654,29904
256,2021,100900105,정독도서관,37.5801915,126.9802007,3200,76645
257,2021,100900106,인사동들머리.3.1독립선언터,37.571947,126.9832969,7797,1038
258,2021,100900107,종로5가.3번출구,37.5714192,127.0020898,321263,120449
259,2021,100900108,활터앞,37.5768126,126.9653293,1264,4193
260,2021,100900109,참샘골공원,37.6145722,126.9741212,1915,5007
261,2021,100900110,성균관대학교,37.5850311,126.9972179,186,2224
262,2021,100900111,광화문새마을금고,37.579493,126.9710277,8368,32034
263,2021,100900112,상명초등학교,37.6009238,126.9567154,524,2716
264,2021,100900113,단군성전앞,37.57556,126.9653175,2135,4698
265,2021,100900114,무애사,37.6139004,126.9718458,1688,3158
266,2021,100900115,서교빌라,37.601989,126.9571553,1154,5199
267,2021,100900116,종각역YMCA,37.5703393,126.9850714,135434,105552
268,2021,100900117,동대문역.2번출구,37.5720494,127.0117218,42611,135405
269,2021,100900118,종로문화센터,37.574647,126.9646261,3825,10639
270,2021,100900119,EN갤러리,37.6134063,126.9707007,1780,4038
271,2021,100900120,경진빌라,37.6020037,126.9578303,2087,2239
272,2021,100900121,금강제화,37.5705445,126.9874384,50125,72140
273,2021,100900122,창신초교,37.5760372,127.01572,23228,26283
274,2021,100900123,교남동새마을금고,37.5714943,126.9623374,16849,24974
275,2021,100900124,형제봉입구,37.6128643,126.9816861,952,948
276,2021,100900125,현대사거리,37.5792417,126.9866353,2315,12334
277,2021,100900126,대신중고,37.5726178,126.9616893,40246,43468
278,2021,100900127,연화정사,37.614649,126.9794938,599,1627
279,2021,100900128,이화사거리,37.57532,127.0022812,13956,42290
280,2021,100900129,삼청공원삼거리.옥호정터,37.5874185,126.9817444,234,33632
281,2021,100900131,재동초등학교,37.578791,126.9853617,10061,33353
282,2021,100900133,카센터.터널앞,37.5741644,126.9658593,10776,7302
283,2021,100900134,감람산기도원,37.6159439,126.9798729,460,1438
284,2021,100900135,금융연수원,37.5858776,126.9818478,114,44822
285,2021,100900137,충신시장,37.5749766,127.0054048,57605,32043
286,2021,100900138,사직동주민센터,37.5762206,126.9689039,82654,70009
287,2021,100900139,김창열.윤명로화실,37.6163049,126.9783685,895,2197
288,2021,100900140,박노수미술관,37.5810265,126.9668944,988,94502
289,2021,100900141,삼청동주민센터,37.5846846,126.9822105,410,84246
290,2021,100900142,상명대입구,37.600021,126.9569583,333,1158
291,2021,100900143,대학로입구.이화사거리,37.5759841,127.0025801,140307,84351
292,2021,100900144,운현궁,37.5752716,126.9869813,1985,817
293,2021,100900145,배화여중고,37.5767556,126.9678156,18773,48897
294,2021,100900147,감사원,37.5862656,126.9855618,3087,123956
295,2021,100900148,청룡사.보문파크뷰자이아파트,37.5797846,127.0171508,12011,123625
296,2021,100900149,강북삼성병원,37.5685315,126.9683376,5549,43593
297,2021,100900151,혜화초등학교,37.5873892,126.9999909,19871,95460
298,2021,100900152,상명대입구,37.5998544,126.9574023,29266,1021
299,2021,100900153,사우디대사관,37.5838633,126.9852486,771,33149
300,2021,100900154,서울시교육청,37.5692429,126.9668249,10058,16413
301,2021,100900155,김종영미술관,37.6132637,126.9781122,1362,1416
302,2021,100900156,세검정교회,37.5995632,126.9594704,3669,552
303,2021,100900157,안국선원.삼거리,37.5827432,126.9852205,1609,45535
304,2021,100900159,스위스대사관,37.5699887,126.9658057,614,5927
305,2021,100900160,보현빌라,37.6152615,126.9782816,3467,1808
306,2021,100900161,하림각,37.5976847,126.9629663,12008,646
307,2021,100900162,북촌한옥마을입구.정세권활동터,37.5812807,126.9851687,3184,52170
308,2021,100900163,숭인1동주민센터,37.577415,127.0155607,29203,32730
309,2021,100900164,월암공원,37.5711884,126.963986,8216,8139
310,2021,100900165,지구촌교회,37.6130468,126.9793481,1908,4475
311,2021,100900166,부암슈퍼,37.59476,126.9638602,3553,479
312,2021,100900167,볼링장,37.5792554,126.9879589,2756,11419
313,2021,100900168,가회동주민센터,37.5799426,126.9851293,5788,25905
314,2021,100900169,새마을금고,37.5878406,126.996569,20338,176105
315,2021,100900170,상명초등학교,37.6009049,126.9568173,4382,1918
316,2021,100900171,서울국제고등학교,37.5890742,126.9971407,3020,113888
317,2021,100900172,통일부,37.5875308,126.9861073,83,6917
318,2021,100900173,종로센트레빌후문.e편한세상보문아파트,37.5818978,127.0162353,1631,72712
319,2021,100900174,국립민속박물관,37.5792551,126.9795533,48683,8591
320,2021,100900177,경복궁역,37.5770722,126.9724733,122042,49348
321,2021,100900178,삼청공원,37.5882276,126.9816468,53359,34359
322,2021,100900179,법련사,37.5765879,126.979665,32439,42000
323,2021,100900180,엄마분식,37.6012424,126.9557163,1405,1007
324,2021,100900181,부암동주민센터.무계원,37.5929353,126.9637682,12633,9975
325,2021,100900182,구기터널입구,37.6082046,126.9567768,5214,2345
326,2021,100900184,청구빌라,37.6046102,126.9569839,2918,22372
327,2021,100900186,독립문역3번출구,37.5728784,126.9597453,126250,76282
328,2021,100900187,신학대학교총회본부,37.5739763,126.9634445,3598,20526
329,2021,100900188,적십자병원후문앞,37.5675295,126.9652272,5199,1822
330,2021,100900189,안국역2번출구앞,37.5771728,126.9861183,238960,35748
331,2021,100900191,종로5가역,37.5706713,127.0000249,169618,172567
332,2021,100900192,동대문종합시장,37.571176,127.00614,44982,57468
333,2021,100900197,명륜새마을금고,37.5876532,126.9967048,3747,6442
334,2021,100900198,성균관대학교앞,37.5832597,126.9993359,3627,33798
335,2021,100900199,성대입구,37.5832668,126.998853,465,725
336,2021,100900200,혜화동로터리,37.5859196,127.0010032,120320,68271
337,2021,100900201,국민생활관,37.5896275,126.9993137,10374,123172
338,2021,100900202,서울성곽.성대후문,37.5892576,126.989632,8522,65
339,2021,100900203,성대후문.와룡공원,37.5891522,126.989734,121,23212
340,2021,100900204,성균관대학교,37.5884638,126.9900035,42277,89618
341,2021,100900205,동묘역,37.5726943,127.0142453,27723,83712
342,2021,100900206,종로센트레빌아파트,37.5803534,127.0156926,26037,14244
343,2021,100900207,창신초등학교,37.5769032,127.0153885,47625,22286
344,2021,100900210,창신쌍용1단지.종로센트레빌아파트,37.5803228,127.0155692,15969,81585
345,2021,100900211,종각.공평유적전시관,37.5715937,126.9832427,77016,22437
346,2021,100900213,조계사,37.5736021,126.9831364,20287,7963
347,2021,100900214,독립문역,37.5732838,126.9594077,105046,23242
348,2021,100900215,교남동주민센터,37.5721522,126.96128,2651,7009
349,2021,100900217,종로1.2.3.4가동주민센터,37.5743837,126.9911314,27989,18362
350,2021,101000001,남대문세무서.서울백병원,37.5649848,126.9875299,608618,459709
351,2021,101000002,서울백병원.국가인권위.안중근활동터,37.5643504,126.9878515,990921,954919
352,2021,101000003,서울역버스환승센터,37.555146,126.972257,104118,273504
353,2021,101000004,서울역버스환승센터,37.5554462,126.9723557,1428494,1282710
354,2021,101000005,서울역버스환승센터,37.5553876,126.9727617,780323,975132
355,2021,101000006,서울역버스환승센터,37.5554794,126.9728547,1233566,1446831
356,2021,101000007,서울역버스환승센터.강우규의거터,37.5556138,126.9729705,480229,670257
357,2021,101000008,숭례문,37.5586388,126.9737783,216494,130327
358,2021,101000009,만리동고개,37.551787,126.9626582,404093,293655
359,2021,101000010,손기정체육공원입구,37.5544459,126.9662339,181224,225419
360,2021,101000011,서울의료보건고등학교.서울역서부,37.5561691,126.9687868,293971,99905
361,2021,101000012,서울역서부,37.5563255,126.9693762,258783,107922
362,2021,101000013,서울역서부,37.5569979,126.9692772,110084,210887
363,2021,101000014,중림동교차로,37.5583836,126.9691354,93581,111961
364,2021,101000015,종근당.충정로역,37.5595131,126.9644805,251386,187086
365,2021,101000016,한국경제신문사.서소문역사공원,37.5602111,126.967868,72408,106896
366,2021,101000017,한국경제신문사.서소문역사공원,37.5606234,126.9681135,96344,92066
367,2021,101000018,경찰청.동북아역사재단,37.5630494,126.9691267,671477,634136
368,2021,101000020,서대문경찰서.농협은행.유관순활동터,37.5649062,126.9677868,670494,214320
369,2021,101000021,염천교,37.5598597,126.9733602,183505,101039
370,2021,101000022,숭례문,37.5582968,126.9732932,29268,16513
371,2021,101000023,숭례문.한국일보,37.5587713,126.9737375,269663,152962
372,2021,101000025,후암삼거리,37.5533418,126.9760823,46630,88698
373,2021,101000026,숭례문,37.5587633,126.9743627,76546,4210
374,2021,101000027,숭례문,37.5584195,126.9740436,348860,483774
375,2021,101000028,숭례문,37.5580006,126.9736279,214121,50789
376,2021,101000029,남대문시장악세사리전문상가,37.5586132,126.9762051,20831,225609
377,2021,101000030,숭례문남산방향,37.5585581,126.975672,227851,21155
378,2021,101000031,남대문시장,37.561191,126.9800597,94701,99795
379,2021,101000032,북창동.남대문시장,37.561175,126.97792,1120093,734623
380,2021,101000033,시청앞,37.5623584,126.9765742,445479,678408
381,2021,101000034,삼성본관앞,37.5620517,126.9759075,445491,342146
382,2021,101000035,시청앞,37.5627642,126.9761487,166573,60916
383,2021,101000036,서소문,37.5632067,126.9748872,287564,239066
384,2021,101000037,서소문,37.5636754,126.9753398,608848,428626
385,2021,101000039,서울신문사,37.5683632,126.9773647,509419,365609
386,2021,101000040,우리은행종로지점,37.567519,126.9829289,650000,781395
387,2021,101000041,롯데백화점,37.5644917,126.9820649,1448929,1212910
388,2021,101000042,해운센터.롯데영프라자,37.5628907,126.9815478,92865,185465
389,2021,101000043,롯데영프라자,37.562885,126.982008,1174823,1049530
390,2021,101000045,신세계앞,37.5608492,126.9815255,245423,181561
391,2021,101000046,남대문시장.회현역,37.5582675,126.977765,497862,305258
392,2021,101000047,남대문시장.회현역,37.558492,126.9784645,297039,571843
