"구분별(1)",구분별(2),구분별(3),2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),구분별(3),평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분),30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,30분 미만,30분-1시간 미만,1시간-1시간 30분 미만,1시간 30분-2시간 미만,2시간 이상,평균소요시간 (분)
"서울시",지역소분류,광진구,35.6,36.0,53.9,8.4,1.6,0.1,33.1,36.5,51.6,9.5,2.2,0.2,33.6,40.7,43.9,13.0,2.0,0.4,32.7,38.2,41.9,19.1,0.9,-,39.5,46.4,12.2,1.6,0.3,39.3,42.9,13.9,3.3,0.5,35.1
"서울시",지역소분류,동대문구,35.9,39.7,49.9,8.7,1.6,0.2,32.6,50.6,36.7,10.6,1.8,0.3,29.4,34.8,53.7,9.4,1.8,0.3,33.4,36.4,51.1,10.8,1.0,0.7,36.6,47.4,14.5,1.1,0.4,44.1,39.7,13.5,2.0,0.6,33.3
"서울시",지역소분류,중랑구,36.4,39.5,46.7,12.1,1.7,-,33.7,40.0,47.5,10.6,1.8,0.2,32.4,37.9,43.1,17.4,1.5,0.1,35.6,34.8,43.6,20.0,1.6,-,33.7,40.6,21.6,3.2,1.0,36.4,41.4,19.1,2.7,0.4,36.7
"서울시",지역소분류,성북구,35.2,39.6,48.1,11.8,0.5,0.1,33.0,42.8,46.1,10.6,0.4,0.1,31.0,36.2,41.6,19.0,2.6,0.6,36.2,41.3,41.5,15.5,1.5,0.2,29.7,50.1,17.2,2.6,0.4,27.7,48.8,19.3,3.4,0.8,39.2
"서울시",지역소분류,강북구,34.3,36.5,51.5,11.0,0.9,0.1,34.1,42.6,38.2,18.3,0.8,0.1,33.3,36.9,39.2,18.0,4.5,1.4,37.9,41.3,41.9,15.6,1.3,-,33.2,48.7,16.7,0.8,0.6,26.7,43.5,23.6,5.2,0.9,42.3
"서울시",지역소분류,도봉구,37.2,37.2,48.8,10.9,2.7,0.2,34.6,42.4,37.4,17.7,2.0,0.4,34.2,34.7,43.0,19.6,2.5,0.2,36.8,40.6,38.7,16.1,3.2,1.3,40.6,35.4,18.1,4.5,1.4,32.2,38.5,23.6,3.7,1.9,40.5
"서울시",지역소분류,노원구,37.0,37.5,47.8,12.1,2.4,0.2,34.9,46.9,37.4,13.1,1.9,0.6,32.1,35.7,36.1,24.3,3.3,0.6,39.1,41.6,36.5,20.0,1.8,0.1,37.1,40.9,17.2,4.0,0.8,28.9,44.5,20.7,4.5,1.4,41.6
"서울시",지역소분류,은평구,35.0,42.6,47.5,8.6,1.2,0.0,32.1,38.0,45.7,14.0,2.1,0.2,34.6,38.0,40.7,18.7,2.4,0.1,36.2,41.0,40.9,15.7,2.1,0.3,26.1,56.7,14.6,2.2,0.5,32.5,45.6,16.4,4.6,0.9,38.8
"서울시",지역소분류,서대문구,39.3,40.2,47.0,11.4,1.3,0.1,33.8,40.0,49.3,9.2,1.5,-,33.0,37.7,45.3,14.0,2.3,0.8,35.9,41.3,41.5,13.3,2.3,1.5,33.8,45.7,18.2,1.5,0.8,42.0,40.3,14.4,2.9,0.4,33.5
"서울시",지역소분류,마포구,35.5,40.7,46.9,11.8,0.2,0.5,33.0,40.8,51.3,6.4,1.3,0.2,33.0,43.8,41.1,14.2,0.4,0.5,31.4,40.8,45.7,12.6,0.7,0.3,41.0,42.8,13.8,1.7,0.6,41.6,39.9,15.0,2.7,0.8,34.1
