,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
31,서울교통공사,2호선,구로디지털단지,서울특별시 구로구 구로동 810-3,서울특별시 구로구 도림천로 477 ,126.9015288,37.4851265
32,서울교통공사,2호선,대림(구로구청),서울특별시 구로구 구로동 1204,서울특별시 구로구 도림천로 351 ,126.8949615,37.4925043
33,서울교통공사,2호선,신도림,서울특별시 구로구 신도림동 460-26,서울특별시 구로구 새말로 지하117-21 ,126.8910103,37.5088093
34,서울교통공사,2호선,문래,서울특별시 영등포구 문래동3가 68-1,서울특별시 영등포구 당산로 지하 28,126.8939204,37.5222919
35,서울교통공사,2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1,서울특별시 영등포구 당산로 121,126.8966142,37.52565630000001
36,서울교통공사,2호선,당산,서울특별시 영등포구 당산동6가 323-1,서울특별시 영등포구 당산로 229,126.9027301,37.5349309
37,서울교통공사,2호선,합정,서울특별시 마포구 서교동 393,서울특별시 마포구 양화로 지하 55 ,126.8984728,37.51466569999999
38,서울교통공사,2호선,홍대입구,서울특별시 마포구 동교동 165,서울특별시 마포구 양화로 지하160 ,126.9236419,37.5567292
39,서울교통공사,2호선,신촌,서울특별시 마포구 노고산동 31-11,서울특별시 마포구 신촌로 지하 90 ,126.9354937,37.5553248
40,서울교통공사,2호선,이대,서울특별시 마포구 염리동 8-85,서울특별시 마포구 신촌로 지하180 ,126.9458584,37.5567488
41,서울교통공사,2호선,아현,서울특별시 마포구 아현동 354-23,서울특별시 마포구 신촌로 지하 270 ,126.9337486,37.5554305
42,서울교통공사,2호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 319-1,서울특별시 서대문구 서소문로 지하 17 ,126.9977071,37.5609467
