,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
0,인천교통공사,인천1호선,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24,126.7366447,37.5714532
1,인천교통공사,인천1호선,귤현,인천광역시 계양구 귤현동 334-1,인천광역시 계양구 장제로 1136,126.7426213,37.5663605
2,인천교통공사,인천1호선,박촌,인천광역시 계양구 박촌동 101-8,인천광역시 계양구 장제로 지하 992,126.7372714,37.5476162
3,인천교통공사,인천1호선,임학,인청광역시 계양구 임학동 93,인천광역시 계양구 장제로 지하 875,126.7458258,37.5558931
4,인천교통공사,인천1호선,계산,인청광역시 계양구 계산동 1014,인천광역시 계양구 경명대로 지하 1089,126.7280905,37.5432473
5,인천교통공사,인천1호선,경인교대입구,인천광역시 계양구 계산동 1034,인천광역시 계양구 계양대로 지하 162,126.722774,37.531035
6,인천교통공사,인천1호선,작전,인천광역시 계양구 작전동 878,인천광역시 계양구 계양대로 지하 73,126.722774,37.531035
7,인천교통공사,인천1호선,갈산,인천광역시 부편구 청천동 112,인천광역시 부평구 부평대로 지하 286,126.7236273,37.4908431
8,인천교통공사,인천1호선,부평구청,인천광역시 부평구 청천동 112,인천광역시 부평구 부평대로 지하 189,126.7195662,37.4920453
9,인천교통공사,인천1호선,부평시장,인천광역시 부평구 부평동 224-1,인천광역시 부평구 부평대로 지하 69,126.7221188,37.4906043
10,인천교통공사,인천1호선,부평,인천광역시 부평구 부평동 224-1,인천광역시 부평구 광장로 지하 15,126.7223333,37.4906489
11,인천교통공사,인천1호선,동수,인천광역시 부평구 부평동 686,인천광역시 부평구 경인로 지하 877,126.718389,37.485401
12,인천교통공사,인천1호선,부평삼거리,인천광역시 부평구 십정동 592,인천광역시 부평구 경인로 지하 765,126.62784,37.470383
13,인천교통공사,인천1호선,간석오거리,인천광역시 남동구 간석동 239-3,인천광역시 남동구 경인로 지하 642,126.7045481,37.4651142
14,인천교통공사,인천1호선,인천시청,인천광역시 남돌구 간석동 927,인천광역시 남동구 예술로 지하 264,126.7009999,37.4461557
15,인천교통공사,인천1호선,예술회관,인천광역시 남동구 구월동 1408,인천광역시 남동구 예술로 지하 172,126.7011687,37.4501151
16,인천교통공사,인천1호선,인천터미널,인천광역시 남구 관교동 14,인천광역시 남구 예술로 지하 85,126.6575735,37.4673475
17,인천교통공사,인천1호선,문학경기장,인천광역시 연수구 선학동 117-1,인천광역시 연수구 예술로 지하 2,126.6807417,37.413334
18,인천교통공사,인천1호선,선학,인천광역시 연수구 선학동 241-2,인천광역시 연수구 경원대로 지하 480,126.6982496,37.4257975
19,인천교통공사,인천1호선,신연수,인천광역시 연수구 선학동 384,인천광역시 연수구 경원대로 지하 368,126.694023,37.418062
20,인천교통공사,인천1호선,원인재,인천광역시 연수구 연수동 647,인천광역시 연수구 경원대로 지하 285,126.6884937,37.4128499
21,인천교통공사,인천1호선,동춘,인천광역시 연수구 동춘동 926-11,인천광역시 연수구 경원대로 지하 180,126.6689696,37.3784449
22,인천교통공사,인천1호선,동막,인천광역시 연수구 동춘동 927-1,인천광역시 연수구 경원대로 지하 80,126.7243706,37.4911748
23,인천교통공사,인천1호선,캠퍼스타운,인천광역시 연수구 송도동 3-47,인천광역시 연수구 송도국제대로 지하 66,126.6617759,37.387865
24,인천교통공사,인천1호선,테크노파크,인천광역시 연수구 송도동 7-51,인천광역시 연수구 송도국제대로 지하 150,126.6555512,37.3600611
25,인천교통공사,인천1호선,지식정보단지,인천광역시 연수구 송도동 48,인천광역시 연수구 인천타워대로 지하 57,126.6367169,37.3905578
26,인천교통공사,인천1호선,인천대입구,인천광역시 연수구 송도동 48,인천광역시 연수구 인천타워대로 지하 155,126.6518708,37.4209842
27,인천교통공사,인천1호선,센트럴파크,인천광역시 연수구 송도동 78,인천광역시 연수구 인천타워대로 지하 240,126.6740208,37.5459471
28,인천교통공사,인천1호선,국제업무지구,인천광역시 연수구 송도동 78,인천광역시 연수구 인천타워대로 지하 334,126.6379526,37.3711638
