,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
34,서울교통공사,7호선,신풍,서울특별시 영등포구 신길동 3599,서울특별시 영등포구 신풍로 지하27?(신길동),126.9128486,37.5001939
35,서울교통공사,7호선,대림(구로구청),서울특별시 영등포구 대림동 1050-17,서울특별시 영등포구 도림로 지하137?(대림동),126.8970997,37.4927432
36,서울교통공사,7호선,남구로,서울특별시 구로구 구로동 801-95,서울특별시 구로구 도림로 지하7?(구로동),126.8904141,37.488497
37,서울교통공사,7호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309 (가산동),126.8821832,37.4822545
38,서울교통공사,7호선,철산,경기도 광명시 철산동 526,경기도 광명시 철산로 지하13 (철산동),126.8706208,37.4784302
39,서울교통공사,7호선,광명사거리,경기도 광명시 광명동 158-211,경기도 광명시 오리로 지하980?(광명동),126.8542957,37.47948299999999
40,서울교통공사,7호선,천왕,서울특별시 구로구 오류동 174-5,서울특별시 구로구 오리로 지하1154?(오류동),126.8325917,37.4943867
41,서울교통공사,7호선,온수(성공회대입구),서울특별시 구로구 온수동 119,서울특별시 구로구 경인로3길 지하64 (온수동),126.8232976,37.49160550000001
42,서울교통공사,7호선,까치울,경기도 부천시 원미구 춘의동 3-1,경기도 부천시 원미구 길주로 지하626?(춘의동),126.7859443,37.504939
43,서울교통공사,7호선,부천종합운동장,경기도 부천시 원미구 춘의동 15-1,경기도 부천시 원미구 길주로 지하502?(춘의동),126.7865556,37.5043766
44,서울교통공사,7호선,춘의,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하406 (춘의동),126.7966286,37.5038597
45,서울교통공사,7호선,신중동,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하314 (중동),126.7753575,37.5025175
46,서울교통공사,7호선,부천시청,경기도 부천시 원미구 중동 1243,경기도 부천시 원미구 길주로 지하202?(중동),126.763618,37.504681
47,서울교통공사,7호선,상동,경기도 부천시 원미구 상동 633,경기도 부천시 원미구 길주로 지하104?(상동),126.756345,37.5061203
48,서울교통공사,7호선,삼산체육관,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하713 (삼산동),126.7320353,37.5079613
49,서울교통공사,7호선,굴포천,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하623 (삼산동),126.7320353,37.5079613
50,서울교통공사,7호선,부평구청,인천광역시 부평구 갈산동 193-45,인천광역시 부평구 길주로 지하527?(갈산동),126.7149077,37.5078008
