,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
0,서울교통공사,5호선,방화,서울특별시 강서구 방화동 829-15,서울특별시 강서구 금낭화로 지하132 (방화동),126.8130421,37.5732706
1,서울교통공사,5호선,개화산,서울특별시 강서구 방화동 846,서울특별시 강서구 양천로 22?(방화동),126.8144782,37.5726765
2,서울교통공사,5호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 지하77 (방화동),126.8018895,37.5618322
3,서울교통공사,5호선,송정,서울특별시 강서구 공항동 29-5,서울특별시 강서구 공항대로 지하33 (공항동),126.808716,37.56129749999999
4,서울교통공사,5호선,마곡,서울특별시 강서구 가양동 530-6,서울특별시 강서구 공항대로 지하163 (가양동),126.824664,37.56025
5,서울교통공사,5호선,발산,서울특별시 강서구 마곡동 727-1212,서울특별시 강서구 공항대로 지하267 (가양동),126.8372198,37.5589471
6,서울교통공사,5호선,우장산,서울특별시 강서구 화곡동 1089-3,서울특별시 강서구 강서로 지하262 (화곡동),126.8364006,37.5491827
7,서울교통공사,5호선,화곡,서울특별시 강서구 화곡동 1089-54,서울특별시 강서구 화곡로 지하168 (화곡동),126.8451583,37.5488694
8,서울교통공사,5호선,까치산,서울특별시 강서구 화곡동 662-5,서울특별시 강서구 강서로 지하54?(화곡동),126.8412653,37.5535944
9,서울교통공사,5호선,신정(은행정),서울특별시 양천구 신정동 1090,서울특별시 양천구 오목로 지하179 (신정동),126.8727831,37.5242878
10,서울교통공사,5호선,목동,서울특별시 양천구 목동 926-3,서울특별시 양천구 오목로 지하245 (목동),126.8744624,37.5227837
11,서울교통공사,5호선,오목교(목동운동장앞),서울특별시 양천구 목동 406-30,서울특별시 양천구 오목로 지하342 (목동),126.874271,37.5245414
12,서울교통공사,5호선,양평,서울특별시 영등포구 양평동2가 33-79,서울특별시 영등포구 양산로 지하21?(양평동2가),126.8839827,37.5233465
13,서울교통공사,5호선,영등포구청,서울특별시 영등포구 당산동3가 556-1,서울특별시 영등포구 양산로 지하116?(당산동3가),126.8972369,37.5255183
14,서울교통공사,5호선,영등포시장,서울특별시 영등포구 영등포동5가 62-1,서울특별시 영등포구 양산로 지하200 (영등포동5가),126.9084373,37.5220341
15,서울교통공사,5호선,신길,서울특별시 영등포구 영등포동1가 35,서울특별시 영등포구 경인로114가길 지하9 ?(영등포동1가),126.9146626,37.5176664
16,서울교통공사,5호선,여의도,서울특별시 영등포구 여의도동 3,서울특별시 영등포구 여의나루로 지하40 (여의도동),126.9244663,37.5217991
17,서울교통공사,5호선,여의나루,서울특별시 영등포구 여의도동 84-4,서울특별시 영등포구 여의동로 지하343 (여의도동),126.931454,37.5204242
18,서울교통공사,5호선,마포,서울특별시 마포구 도화동 160,서울특별시 마포구 마포대로 지하33 (도화동),126.9501677,37.5376491
19,서울교통공사,5호선,공덕,서울특별시 마포구 공덕동 423-29,서울특별시 마포구 마포대로 지하100?(공덕동),126.9521717,37.54686969999999
20,서울교통공사,5호선,애오개,서울특별시 마포구 아현동 612,서울특별시 마포구 마포대로 지하210 (아현동),126.9569379,37.5541171
21,서울교통공사,5호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 248-1,서울특별시 서대문구 충정로 지하28-1 (충정로3가),126.9619079,37.5619573
22,서울교통공사,5호선,서대문,서울특별시 종로구 평동 210,서울특별시 종로구 통일로 지하126 (평동),126.96665,37.56577
23,서울교통공사,5호선,광화문(세종문화회관),서울특별시 종로구 세종로 1-68,서울특별시 종로구 세종대로 지하172 (세종로),126.976775,37.5740339
24,서울교통공사,5호선,종로3가(탑골공원),서울특별시 종로구 돈의동 39-1,서울특별시 종로구 돈화문로11길 지하26 (돈의동) ?,126.9900241,37.572755
25,서울교통공사,5호선,을지로4가,서울특별시 중구 주교동 191,서울특별시 중구 창경궁로 지하51 (주교동),126.9980143,37.5674151
26,서울교통공사,5호선,동대문역사문화공원,서울특별시 중구 광희동1가 235-6,서울특별시 중구 마른내로 지하162 (광희동1가),127.0067505,37.5649669
27,서울교통공사,5호선,청구,서울특별시 중구 신당동 295-2,서울특별시 중구 청구로 지하77?(신당동),127.0137038,37.5608109
28,서울교통공사,5호선,신금호,서울특별시 성동구 금호동2가 223-1,서울특별시 성동구 금호로 지하154 (금호동2가),127.0248844,37.5521858
29,서울교통공사,5호선,행당,서울특별시 성동구 행당동 317-241,서울특별시 성동구 행당로 지하89 (행당동),127.0347413,37.5574629
30,서울교통공사,5호선,왕십리,서울특별시 성동구 행당동 192,서울특별시 성동구 왕십리로 지하300?(행당동),127.0363048,37.5611822
31,서울교통공사,5호선,마장,서울특별시 성동구 마장동 772,서울특별시 성동구 마장로 지하296 (마장동),127.042965,37.566127
32,서울교통공사,5호선,답십리,서울특별시 성동구 용답동 99,서울특별시 성동구 천호대로 지하300?(용답동),127.0582683,37.5636987
33,서울교통공사,5호선,장한평,서울특별시 동대문구 장안동 472-3,서울특별시 동대문구 천호대로 지하405 (장안동),127.0642668,37.5620369
34,서울교통공사,5호선,군자(능동),서울특별시 광진구 능동 275-5,서울특별시 광진구 천호대로 지하550 (능동) ?,127.079719,37.5569984
35,서울교통공사,5호선,아차산(어린이대공원후문),서울특별시 광진구 능동 256-16,서울특별시 광진구 천호대로 지하657 (능동),127.0791827,37.5535934
36,서울교통공사,5호선,광나루(장신대),서울특별시 광진구 광장동 237,서울특별시 광진구 아차산로 지하571 (광장동),127.102958,37.5418734
37,서울교통공사,5호선,천호(풍납토성),서울특별시 강동구 천호동 455,서울특별시 강동구 천호대로 지하997 (천호동),127.1233881,37.5386033
38,서울교통공사,5호선,강동,서울특별시 강동구 천호동 447,서울특별시 강동구 천호대로 지하1097 (천호동),127.1256452,37.5439937
39,서울교통공사,5호선,길동,서울특별시 강동구 길동 378,서울특별시 강동구 양재대로 지하1480 (길동),127.1461206,37.5392074
40,서울교통공사,5호선,굽은다리(강동구민회관앞),서울특별시 강동구 명일동 345-12,서울특별시 강동구 양재대로 지하1572 (명일동),127.1500409,37.5502209
41,서울교통공사,5호선,명일,서울특별시 강동구 명일동 312,서울특별시 강동구 양재대로 지하1632 (명일동),127.1500409,37.5502209
42,서울교통공사,5호선,고덕,서울특별시 강동구 고덕동 310,서울특별시 강동구 고덕로 지하253 (고덕동),127.1448769,37.5544181
43,서울교통공사,5호선,상일동,서울특별시 강동구 상일동 148,서울특별시 강동구 고덕로 지하359 (상일동),127.1658908,37.5560348
44,서울교통공사,5호선,둔촌동,서울특별시 강동구 둔촌동 416,서울특별시 강동구 양재대로 지하1369 (둔촌동),127.136247,37.527692
45,서울교통공사,5호선,올림픽공원(한국체대),서울특별시 송파구 방이동 89-28 ,서울특별시 송파구 양재대로 지하1233 (방이동),127.1257876,37.5102548
46,서울교통공사,5호선,방이,서울특별시 송파구 방이동 217-2,서울특별시 송파구 양재대로 지하1127 (방이동),127.1254991,37.5090085
47,서울교통공사,5호선,오금,서울특별시 송파구 오금동 44-2,서울특별시 송파구 오금로 지하321?(오금동),127.127089,37.50311749999999
