,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
14,서울교통공사,3호선,녹번,서울특별시 은평구 녹번동 55,서울특별시 은평구 통일로 지하 602-1 ,126.9349966,37.6011215
15,서울교통공사,3호선,홍제,서울특별시 서대문구 홍제동 161-1,서울특별시 서대문구 통일로 지하 440-1 ,126.9442266,37.588672
16,서울교통공사,3호선,무악재,서울특별시 서대문구 홍제동 26-1,서울특별시 서대문구 통일로 지하 361 ,126.9199752,37.5793585
17,서울교통공사,3호선,독립문,서울특별시 서대문구 현저동 101,서울특별시 서대문구 통일로 지하 247 ,126.9563603,37.5740613
18,서울교통공사,3호선,경복궁(정부서울청사),서울특별시 종로구 적선동 81-1,서울특별시 종로구 사직로 지하 130 ,126.973307,37.5753274
19,서울교통공사,3호선,안국,서울특별시 종로구 안국동 155-2,서울특별시 종로구 율곡로 지하62,126.9856224,37.5765727
20,서울교통공사,3호선,종로3가,서울특별시 종로구 묘동 20-5,서울특별시 종로구 돈화문로 지하 30 ,126.9898878,37.5743847
21,서울교통공사,3호선,을지로3가,서울특별시 중구 을지로3가 282-8,서울특별시 중구 을지로 지하 129 ,126.9925932,37.5663201
22,서울교통공사,3호선,충무로,서울특별시 중구 필동2가 16-2,서울특별시 중구 퇴계로 지하199,126.9943108,37.5612644
23,서울교통공사,3호선,동대입구,서울특별시 중구 장충동2가 199-3,서울특별시 중구 동호로 지하 256 ,127.0032778,37.563942
24,서울교통공사,3호선,약수,서울특별시 중구 신당동 369-44,서울특별시 중구 다산로 지하 122 ,127.0110164,37.5543795
25,서울교통공사,3호선,금호,서울특별시 성동구 금호동4가 1470,서울특별시 성동구 동호로 지하 104 ,127.0590212,37.5476635
26,서울교통공사,3호선,옥수,서울특별시 성동구 옥수동 168-1 ,서울특별시 성동구 동호로 지하 21 ,127.0162524,37.5498685
27,서울교통공사,3호선,압구정,서울특별시 강남구 신사동 668,서울특별시 강남구 압구정로 지하 172 ,127.0377181,37.5271859
28,서울교통공사,3호선,신사,서울특별시 강남구 신사동 667,서울특별시 강남구 도산대로 지하 102 ,127.027185,37.5082866
29,서울교통공사,3호선,잠원,서울특별시 서초구 잠원동 100-1 ,서울특별시 서초구 잠원로 4길 지하 46 ,127.0093594,37.5076744
30,서울교통공사,3호선,고속터미널,서울특별시 서초구 반포동 19-11 ,서울특별시 서초구 신반포로 지하 188 ,127.0033885,37.5060582
31,서울교통공사,3호선,교대(법원·검찰청),서울특별시 서초구 서초동 1748-4 ,서울특별시 서초구 서초대로 지하 294 ,127.0141273,37.4937717
32,서울교통공사,3호선,남부터미널(예술의전당),서울특별시 서초구 서초동 1748-30,서울특별시 서초구 서초중앙로 지하 31 ,127.0112878,37.5000095
33,서울교통공사,3호선,양재(서초구청),서울특별시 서초구 서초동 1366-9,서울특별시 서초구 남부순환로 지하 2585 ,127.0333652,37.4847534
34,서울교통공사,3호선,매봉,서울특별시 강남구 도곡동 179-2,서울특별시 강남구 남부순환로 지하 2744 ,127.0466214,37.4869406
35,서울교통공사,3호선,도곡,서울특별시 강남구 도곡동 339-2,서울특별시 강남구 남부순환로 지하 2814 ,127.0553015,37.490816
36,서울교통공사,3호선,대치,서울특별시 강남구 대치동 317-3,서울특별시 강남구 남부순환로 지하 2952 ,127.0857384,37.5379745
37,서울교통공사,3호선,학여울,서울특별시 강남구 대치동 514-3,서울특별시 강남구 남부순환로 지하 3104 ,127.0717957,37.4957118
38,서울교통공사,3호선,대청,서울특별시 강남구 대치동 514-3,서울특별시 강남구 일원로 지하 2 ,127.07574,37.48629640000001
39,서울교통공사,3호선,일원,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로 지하 121 ,127.0410001,37.5136671
40,서울교통공사,3호선,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 지하 270 ,127.1018755,37.4873027
41,서울교통공사,3호선,가락시장,서울특별시 송파구 가락동 184-23,서울특별시 송파구 송파대로 지하 257 ,127.1140507,37.5300151
42,서울교통공사,3호선,경찰병원,서울특별시 송파구 가락동 10-15,서울특별시 송파구 중대로 지하 149 ,127.1256514,37.5021287
43,서울교통공사,3호선,오금,서울특별시 송파구 오금동 44-2,서울특별시 송파구 오금로 지하 321 ,127.1280172,37.5025318
