,철도운영기관명,선명,역명,지번주소,도로명주소,경도,위도
84,코레일,1호선,배방,충청남도 아산시 배방읍 구령리 148-2,충청남도 아산시 배방읍 온천대로 1967 ,127.0529026,36.7775287
85,코레일,1호선,온양온천,충청남도 아산시 온천동 56-9,충청남도 아산시 온천대로 1496,127.0034914,36.7804269
86,코레일,1호선,신창(순천향대),충청남도 아산시 신창면 행목리 346-49,충청남도 아산시 신창면 행목로 50 ,126.9499259,36.7694515
87,서울교통공사,1호선,청량리(서울시립대입구),서울특별시 동대문구 왕산로 328-1,서울특별시 동대문구 왕산로 지하 205 ,127.0407023,37.5910381
88,서울교통공사,1호선,제기동,서울특별시 동대문구 제기동 65,서울특별시 동대문구 왕산로 지하 93 ,127.0505228,37.591587
89,서울교통공사,1호선,신설동,서울특별시 동대문구 신설동 76-5,서울특별시 동대문구 왕산로 지하 1 ,127.0370804,37.5797538
90,서울교통공사,1호선,동묘앞,서울특별시 종로구 숭인동 117,서울특별시 종로구 종로 359 ,127.0166486,37.5732808
91,서울교통공사,1호선,동대문,서울특별시 종로구 창신동 492-1,서울특별시 종로구 종로 지하 302 ,126.988757,37.5665856
92,서울교통공사,1호선,종로5가,서울특별시 종로구 종로5가 82-1,서울특별시 종로구 종로 지하 216  ,127.0018455,37.5703537
93,서울교통공사,1호선,종로3가,서울특별시 종로구 종로3가 10-5,서울특별시 종로구 종로 지하 129 ,126.9910053,37.5703709
94,서울교통공사,1호선,종각,서울특별시 종로구 종로1가 54,서울특별시 종로구 종로 지하 55 ,126.983099,37.570169
95,서울교통공사,1호선,시청,서울특별시 중구 정동 5-5,서울특별시 세종대로 지하 101 ,126.9768616,37.5657037
96,서울교통공사,1호선,서울역,서울특별시 중구 남대문로5가 73-6,서울특별시 세종대로 지하 2 ,126.9779478,37.5679234
